VersionInfo,BaseName,Name,Length,FullName,Eyes
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc20.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc20,cccccccccc20.png,59333,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc20.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc21.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc21,cccccccccc21.png,59710,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc21.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc22.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc22,cccccccccc22.png,59725,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc22.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc23.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc23,cccccccccc23.png,58118,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc23.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc24.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc24,cccccccccc24.png,59560,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc24.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc25.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc25,cccccccccc25.png,58724,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc25.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc26.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc26,cccccccccc26.png,59434,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc26.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc27.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc27,cccccccccc27.png,59947,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc27.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc28.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc28,cccccccccc28.png,60079,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc28.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc29.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc29,cccccccccc29.png,61120,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc29.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc3.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc3,cccccccccc3.png,58343,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc3.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc30.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc30,cccccccccc30.png,58783,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc30.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc31.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc31,cccccccccc31.png,58929,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc31.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc32.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc32,cccccccccc32.png,60015,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc32.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc33.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc33,cccccccccc33.png,58680,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc33.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc34.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc34,cccccccccc34.png,59812,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc34.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc35.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc35,cccccccccc35.png,57851,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc35.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc36.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc36,cccccccccc36.png,59252,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc36.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc37.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc37,cccccccccc37.png,58918,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc37.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc38.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc38,cccccccccc38.png,59946,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc38.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc39.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc39,cccccccccc39.png,59954,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc39.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc4.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc4,cccccccccc4.png,55757,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc4.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc40.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc40,cccccccccc40.png,60620,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc40.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc41.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc41,cccccccccc41.png,59383,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc41.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc42.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc42,cccccccccc42.png,60088,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc42.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc43.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc43,cccccccccc43.png,59985,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc43.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc44.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc44,cccccccccc44.png,59118,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc44.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc45.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc45,cccccccccc45.png,58183,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc45.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc46.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc46,cccccccccc46.png,57137,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc46.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc47.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc47,cccccccccc47.png,57511,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc47.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc48.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc48,cccccccccc48.png,59654,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc48.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc49.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc49,cccccccccc49.png,60503,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc49.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc5.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc5,cccccccccc5.png,59121,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc5.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc50.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc50,cccccccccc50.png,58541,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc50.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc51.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc51,cccccccccc51.png,58822,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc51.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc52.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc52,cccccccccc52.png,58061,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc52.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc53.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc53,cccccccccc53.png,58024,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc53.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc54.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc54,cccccccccc54.png,56445,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc54.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc55.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc55,cccccccccc55.png,57600,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc55.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc56.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc56,cccccccccc56.png,58300,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc56.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc57.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc57,cccccccccc57.png,58912,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc57.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc58.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc58,cccccccccc58.png,60452,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc58.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc59.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc59,cccccccccc59.png,59721,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc59.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc6.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc6,cccccccccc6.png,60251,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc6.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc60.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc60,cccccccccc60.png,55562,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc60.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc61.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc61,cccccccccc61.png,57468,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc61.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc62.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc62,cccccccccc62.png,60192,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc62.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc63.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc63,cccccccccc63.png,59334,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc63.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc64.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc64,cccccccccc64.png,58831,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc64.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc65.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc65,cccccccccc65.png,55204,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc65.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc66.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc66,cccccccccc66.png,55080,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc66.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc67.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc67,cccccccccc67.png,50799,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc67.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc68.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc68,cccccccccc68.png,54709,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc68.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc69.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc69,cccccccccc69.png,56337,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc69.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc7.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc7,cccccccccc7.png,59387,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc7.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc70.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc70,cccccccccc70.png,56892,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc70.png,0
"File:             C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc71.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
",cccccccccc71,cccccccccc71.png,57892,C:\Users\Michael\Desktop\Michael All\VS_Projects\Senior Project II\DFDetect03\Feature1_data\cccccccccc71.png,0
